name,model,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,torque_val,seats,selling_price
hyundai,i20_1.4_crdi_magna,2011,70000,4,1,4,21.9,1396.0,90.0,22.4,5.0,320000
chevrolet,spark_1.0_ls,2011,41000,3,1,5,18.0,995.0,62.0,90.3,5.0,169000
volkswagen,polo_petrol_comfortline_1.2l,2013,50000,3,1,2,16.47,1198.0,73.9,110.0,5.0,350000
ford,classic_1.4_duratorq_titanium,2014,113226,4,1,5,19.68,1399.0,67.0,160.0,5.0,350000
ford,figo_diesel_celebration_edition,2013,90000,4,1,4,20.0,1399.0,68.1,160.0,5.0,310000
maruti,swift_1.3_vxi,2007,70000,3,1,3,,,,,,150000
mahindra,scorpio_m2di,2010,160500,4,1,2,13.5,2179.0,115.0,277.5,5.0,420000
maruti,ciaz_at_zxi,2015,30000,3,2,5,19.12,1373.0,91.1,130.0,5.0,685000
renault,duster_4x4,2014,132000,4,1,4,19.72,1461.0,108.45,245.0,5.0,560000
maruti,swift_vdi,2013,120000,4,1,3,22.9,1248.0,74.0,190.0,5.0,470000
hyundai,verna_transform_vtvt,2011,80000,3,1,4,16.2,1599.0,103.2,14.9,5.0,380000
mahindra,scorpio_1.99_s6_plus,2015,57000,4,1,4,15.4,1997.0,120.0,280.0,7.0,670000
maruti,swift_dzire_lxi_1.2_bs_iv,2018,5000,3,1,5,22.0,1197.0,81.8,113.0,5.0,550000
hyundai,verna_1.6_vtvt_sx,2016,25000,3,1,5,17.01,1591.0,121.3,154.9,5.0,749000
hyundai,creta_1.6_crdi_sx_option,2015,80000,4,1,4,19.67,1582.0,126.2,259.9,5.0,899000
chevrolet,optra_magnum_2.0_ls_bsiii,2011,88000,4,1,3,16.52,1991.0,123.7,305.0,5.0,290000
toyota,innova_2.5_vx_(diesel)_7_seater,2014,217000,4,1,4,12.99,2494.0,100.6,200.0,7.0,869999
datsun,go_plus_a,2015,60000,3,1,5,20.62,1198.0,67.0,104.0,7.0,350000
maruti,swift_dzire_vxi,2017,43000,3,1,5,20.85,1197.0,83.14,115.0,5.0,500000
skoda,rapid_1.5_tdi_at_ambition_plus,2014,77000,4,2,4,21.66,1498.0,103.6,250.0,5.0,400000
renault,kwid_rxt,2016,30000,3,1,5,25.17,799.0,53.3,72.0,5.0,260000
maruti,alto_800_lxi,2015,40000,3,1,4,22.74,796.0,47.3,69.0,5.0,220000
chevrolet,enjoy_tcdi_ls_8_seater,2014,139000,4,1,4,18.2,1248.0,73.8,172.5,8.0,190000
hyundai,grand_i10_magna,2016,80000,3,1,5,18.9,1197.0,82.0,114.0,5.0,400000
chevrolet,beat_diesel_lt_option,2014,76000,4,1,4,25.44,936.0,56.3,142.5,5.0,170000
hyundai,elite_i20_magna_plus_bsiv,2019,3500,3,1,5,18.6,1197.0,81.86,117.0,5.0,650000
maruti,800_ac_bsiii,2007,62000,3,1,4,16.1,796.0,37.0,59.0,4.0,60000
tata,new_safari_4x2,2007,110000,3,1,4,12.0,2092.0,127.0,20.0,7.0,300000
chevrolet,spark_1.0_lt,2012,40000,3,1,4,16.2,995.0,62.1,90.3,5.0,125000
tata,indica_vista_aqua_1.3_quadrajet_(abs),2013,120000,4,1,4,,,,,,130000
mahindra,xuv500_w6_2wd,2012,1500000,4,1,5,15.1,2179.0,140.0,330.0,7.0,500000
maruti,alto_lx,2011,70000,3,1,3,19.7,796.0,46.3,62.0,5.0,170000
maruti,swift_dzire_ldi,2012,77000,4,1,4,19.3,1248.0,73.9,190.0,5.0,310000
chevrolet,spark_1.0_lt,2011,110000,3,1,4,18.0,995.0,62.0,90.3,5.0,130000
maruti,wagon_r_vxi_optional,2016,20000,3,1,5,20.51,998.0,67.04,90.0,5.0,465000
mahindra,jeep_mm_540,1995,90000,4,1,3,,,,,,160000
mercedesbenz,e-class_e270_cdi,2005,120005,4,2,4,11.0,2987.0,198.5,46.5,5.0,800000
maruti,alto_k10_knightracer,2012,16830,3,1,5,20.2,998.0,67.1,90.0,5.0,260000
mahindra,bolero_2011-2019_di_non_ac_bs_iii_silver,2013,70000,4,1,5,15.96,2523.0,63.0,180.0,9.0,500000
renault,kwid_1.0_rxt_02_anniversary_edition,2017,38000,3,1,5,23.01,999.0,67.0,91.0,5.0,325000
mahindra,bolero_2011-2019_di_non_ac_bs_iii_white,2013,80000,4,1,5,15.96,2523.0,63.0,180.0,9.0,400000
toyota,fortuner_2.8_4wd_mt_bsiv,2018,50000,4,1,5,14.24,2755.0,174.5,420.0,7.0,3200000
tata,indica_v2_dle_bsiii,2007,50000,4,1,5,17.88,1396.0,52.8,85.0,5.0,200000
mahindra,quanto_c2,2013,52000,4,1,5,17.21,1493.0,100.0,240.0,7.0,450000
tata,indigo_v_bsiii,2012,50000,4,1,5,17.0,1405.0,70.0,13.5,5.0,229999
hyundai,eon_magna_plus,2016,30000,3,1,5,21.1,814.0,55.2,74.5,5.0,340000
mahindra,bolero_2011-2019_sle_bsiii,2014,103000,4,1,5,15.96,2523.0,62.1,195.0,7.0,550000
ford,endeavour_3.0l_4x4_at,2011,93468,4,2,4,11.4,2953.0,153.86,380.0,7.0,975000
volkswagen,jetta_1.6_trendline,2010,80000,3,1,4,14.0,1595.0,102.0,15.0,5.0,225000
tata,indigo_ecs_vx_bsiv,2013,70000,4,1,5,25.0,1396.0,69.0,140.0,5.0,280000
tata,indigo_cs_elx_bs_iv,2012,35000,4,1,5,23.03,1396.0,69.0,140.0,5.0,259000
toyota,fortuner_2.8_4wd_at_bsiv,2018,60000,4,2,5,15.04,2755.0,174.5,450.0,7.0,3200000
mahindra,xuv500_w10_1.99_mhawk,2018,30000,4,1,5,16.0,1997.0,140.0,320.0,7.0,1400000
ford,figo_1.5p_titanium_at,2015,40000,3,2,5,17.01,1499.0,110.4,136.0,5.0,416000
tata,manza_elan_quadrajet_bs_iii,2011,70000,4,1,5,19.0,1248.0,90.0,200.0,5.0,250000
tata,manza_aura_(abs)_quadrajet_bs_iv,2010,120000,4,1,5,21.12,1248.0,88.8,200.0,5.0,210000
mahindra,scorpio_vlx_2wd_bsiii,2008,120000,4,1,4,12.05,2179.0,120.0,290.0,8.0,290000
tata,indigo_cs_els_bs_iv,2012,90000,4,1,5,23.03,1396.0,69.0,140.0,5.0,220000
tata,indigo_ecs_lx_bsiv,2012,35000,4,1,4,23.03,1396.0,69.0,140.0,5.0,246000
maruti,omni_e_mpi_std_bs_iv,2018,30000,3,1,5,16.8,796.0,34.2,59.0,8.0,260000
hyundai,creta_1.4_crdi_s,2018,70000,4,1,5,21.38,1396.0,88.7,219.7,5.0,1050000
maruti,swift_vxi_optional,2016,20000,3,1,5,20.4,1197.0,81.8,113.0,5.0,550000
tata,indigo_cs_lx_(tdi)_bs-iii,2017,70000,4,1,5,19.09,1405.0,69.01,135.0,5.0,450000
honda,city_i_vtec_vx,2016,65000,3,1,5,17.8,1497.0,117.3,145.0,5.0,773000
tata,tiago_1.2_revotron_xz,2017,25000,3,1,5,23.84,1199.0,84.0,114.0,5.0,450000
maruti,eeco_5_seater_ac_bsiv,2019,10000,3,1,5,15.37,1196.0,73.0,101.0,5.0,409999
maruti,800_std_mpfi,2003,35000,3,1,2,16.1,796.0,37.0,59.0,4.0,45000
nissan,teana_xl,2014,80000,3,2,4,11.07,2496.0,179.5,228.0,5.0,600000
chevrolet,beat_lt,2010,63000,3,1,5,18.6,1199.0,79.4,108.0,5.0,250000
tata,indica_v2_dls_tc,2008,100000,4,1,5,16.8,1405.0,62.0,12.5,5.0,70000
maruti,wagon_r_vxi_bs_iv,2018,16589,3,1,5,20.51,998.0,67.04,90.0,5.0,430000
honda,city_i_vtec_v,2016,53201,3,1,4,17.8,1497.0,117.3,145.0,5.0,675000
maruti,baleno_delta,2017,25272,3,1,5,21.01,1197.0,81.8,113.0,5.0,570000
maruti,vitara_brezza_zdi_plus,2017,53619,4,1,5,24.3,1248.0,88.5,200.0,5.0,850000
ford,ecosport_1.5_petrol_ambiente,2018,6001,3,1,5,15.9,1496.0,120.69,149.0,5.0,640000
tata,indigo_cs_ls_(tdi)_bs-iii,2013,80000,4,1,5,19.09,1405.0,69.01,135.0,5.0,250000
renault,duster_110ps_diesel_rxz,2018,12000,4,1,5,19.6,1461.0,108.45,245.0,5.0,1250000
ford,ecosport_1.5_petrol_titanium_bsiv,2017,25000,3,1,5,17.0,1497.0,121.31,150.0,5.0,889000
hyundai,i20_2015-2017_asta_option_1.4_crdi,2017,40000,4,1,4,22.54,1396.0,88.73,219.7,5.0,750000
maruti,swift_ldi_bsiv,2010,130000,4,1,3,17.8,1248.0,75.0,190.0,5.0,320000
skoda,yeti_ambition_4wd,2011,202000,4,1,5,17.67,1968.0,138.08,320.0,5.0,600000
maruti,ciaz_s_1.3,2018,40000,4,1,5,28.09,1248.0,88.5,200.0,5.0,1000000
maruti,zen_lx,2000,70000,3,1,2,17.3,993.0,60.0,78.0,5.0,110000
honda,city_2017-2020_gxi,2008,120000,3,1,4,17.7,1497.0,78.0,12.7,5.0,250000
maruti,swift_dzire_vdi,2015,60000,4,1,5,26.59,1248.0,74.0,190.0,5.0,600000
maruti,zen_estilo_lxi_bs_iv,2009,60000,3,1,5,19.0,998.0,67.1,90.0,5.0,165000
maruti,alto_lxi,2004,60000,3,1,4,19.7,796.0,46.3,62.0,5.0,118000
maruti,baleno_delta_1.3,2016,78000,4,1,5,27.39,1248.0,74.0,190.0,5.0,700000
renault,duster_85ps_diesel_rxl_optional,2013,80000,4,1,4,20.46,1461.0,83.8,200.0,5.0,585000
maruti,alto_lxi,2006,120000,3,1,2,19.7,796.0,46.3,62.0,5.0,120000
maruti,800_std_mpfi,2003,90000,3,1,2,16.1,796.0,37.0,59.0,4.0,65000
maruti,alto_lx,2006,100000,3,1,4,19.7,796.0,46.3,62.0,5.0,150000
maruti,alto_std,2009,70000,3,1,2,19.7,796.0,46.3,62.0,5.0,150000
hyundai,accent_viva_crdi,2004,160000,4,1,3,13.1,1493.0,82.0,187.0,5.0,170000
mahindra,scorpio_2.6_crde,2006,120000,4,1,3,10.5,2179.0,120.0,290.0,8.0,250000
hyundai,accent_crdi,2005,100000,4,1,3,13.1,1493.0,82.0,187.0,5.0,100000
maruti,ertiga_vdi,2013,60000,4,1,4,20.77,1248.0,88.76,200.0,7.0,599000
chevrolet,cruze_ltz,2010,135000,4,1,3,18.3,1991.0,147.9,327.0,5.0,250000
maruti,swift_vxi_optional,2016,90000,3,1,5,20.4,1197.0,81.8,113.0,5.0,570000
volkswagen,polo_diesel_highline_1.2l,2013,75000,4,1,4,22.07,1199.0,73.9,180.0,5.0,440000
toyota,innova_2.5_e_diesel_ms_7-seater,2005,185000,4,1,4,11.4,2494.0,100.6,200.0,7.0,300000
nissan,micra_xv_cvt,2015,71717,3,2,4,19.34,1198.0,76.0,104.0,5.0,300000
mahindra,scorpio_vlx_2wd_abs_at_bsiii,2011,150000,4,2,4,11.79,2179.0,120.0,290.0,8.0,500000
maruti,swift_dzire_vdi,2016,55000,4,1,5,26.59,1248.0,74.0,190.0,5.0,660000
ford,fiesta_classic_1.6_duratec_lxi,2012,90000,3,1,4,15.3,1596.0,99.6,146.0,5.0,256000
renault,kwid_1.0_rxt_optional,2018,35000,3,1,5,23.01,999.0,67.0,91.0,5.0,409999
toyota,fortuner_4x4_mt,2015,120000,4,1,4,12.55,2982.0,168.5,343.0,7.0,1888000
hyundai,santro_xing_gls_lpg,2011,100000,2,1,4,18.83,1086.0,62.1,96.1,5.0,250000
honda,civic_1.8_v_at,2009,40000,3,2,3,12.9,1799.0,130.0,172.0,5.0,280000
mahindra,xylo_d2,2010,100000,4,1,5,13.0,2489.0,95.0,220.0,8.0,300000
tata,safari_storme_lx,2016,120000,4,1,5,14.1,2179.0,147.94,320.0,5.0,900000
maruti,zen_estilo_vxi_bsiv,2014,60000,3,1,5,19.0,998.0,67.1,90.0,5.0,190000
mahindra,bolero_power_plus_plus_ac_bsiv_ps,2019,2000,4,1,5,15.96,2523.0,63.0,180.0,9.0,800000
mahindra,scorpio_ex,2012,100000,4,1,5,14.0,2523.0,75.0,200.0,8.0,450000
mahindra,xylo_d2_bs_iii,2015,110000,4,1,5,14.95,2489.0,93.7,218.0,7.0,400000
tata,new_safari_dicor_vx_4x2_bs_iv,2009,90000,4,1,4,13.93,2179.0,138.1,320.0,7.0,150000
tata,indigo_cr4,2011,84321,4,1,5,23.57,1396.0,70.0,140.0,5.0,200000
mahindra,xuv500_w8_awd,2013,177000,4,1,5,15.1,2179.0,140.0,330.0,7.0,600000
tata,indica_vista_aqua_1.3_quadrajet,2010,60000,4,1,5,18.0,1248.0,75.0,190.0,5.0,175000
tata,indigo_cs_le_(tdi)_bs-iii,2008,205000,4,1,4,19.09,1396.0,69.0,135.0,5.0,99000
hyundai,i10_asta,2008,70000,3,1,4,20.36,1197.0,78.9,111.8,5.0,215000
maruti,omni_e_8_str_std,2011,70000,3,1,3,,,,,,190000
renault,duster_110ps_diesel_rxl,2013,126000,4,1,4,19.01,1461.0,108.45,248.0,5.0,520000
ford,endeavour_3.2_titanium_at_4x4,2016,120000,4,2,4,10.91,3198.0,197.0,470.0,7.0,2280000
tata,indica_vista_tdi_ls,2015,70000,4,1,5,19.1,1405.0,70.0,135.4,5.0,285000
mahindra,tuv_300_t4_plus,2017,82000,4,1,5,18.49,1493.0,100.0,240.0,7.0,660000
maruti,800_std,2004,110000,3,1,3,16.1,796.0,37.0,59.0,4.0,31504
maruti,swift_dzire_vxi,2015,45000,3,1,4,20.85,1197.0,83.14,115.0,5.0,515000
nissan,sunny_diesel_xl,2012,70000,4,1,4,21.64,1461.0,84.8,200.0,5.0,295000
nissan,terrano_xl_85_ps,2015,80000,4,1,4,20.45,1461.0,83.8,200.0,5.0,700000
mahindra,scorpio_intelli_hybrid_s6_plus,2017,45000,4,1,5,15.4,2179.0,120.0,280.0,7.0,1100000
hyundai,eon_1.0_era_plus,2017,60000,3,1,5,20.3,998.0,68.05,94.14,5.0,300000
maruti,swift_vxi,2013,41800,3,1,5,18.6,1197.0,85.8,114.0,5.0,450000
maruti,estilo_lxi,2010,132000,3,1,4,,,,,,135000
maruti,swift_dzire_vdi,2017,50000,4,1,4,28.4,1248.0,74.02,190.0,5.0,700000
ford,figo_diesel_zxi,2012,40000,4,1,5,20.0,1399.0,68.0,160.0,5.0,250000
maruti,wagon_r_lxi_minor,2009,96000,3,1,4,18.9,1061.0,67.0,84.0,5.0,140000
mahindra,xylo_d4_bsiii,2012,117000,4,1,5,14.0,2498.0,112.0,260.0,8.0,250000
hyundai,i10_era,2011,110000,3,1,4,19.81,1086.0,68.05,99.04,5.0,210000
honda,amaze_s_i-dtech,2014,100000,4,1,4,25.8,1498.0,98.6,200.0,5.0,420000
maruti,alto_lxi,2007,88700,3,1,3,19.7,796.0,46.3,62.0,5.0,130000
nissan,sunny_xl,2012,70000,3,1,4,16.95,1498.0,97.7,134.0,5.0,320000
maruti,wagon_r_lx_bsiii,2010,110000,3,1,4,17.3,1061.0,64.0,8.6,5.0,200000
maruti,alto_800_lxi,2016,15000,3,1,5,22.74,796.0,47.3,69.0,5.0,310000
mahindra,verito_1.5_d4_bsiii,2012,80000,4,1,4,20.8,1461.0,65.0,160.0,5.0,200000
maruti,ritz_vxi,2014,50000,3,1,5,18.5,1197.0,85.8,114.0,5.0,350000
hyundai,eon_sportz,2018,15000,3,1,5,21.1,814.0,55.2,74.5,5.0,444000
datsun,redigo_t,2017,25000,3,1,5,22.7,799.0,53.64,72.0,5.0,300000
mahindra,verito_1.5_d4_bsiii,2011,57000,4,1,4,21.0,1461.0,64.1,160.0,5.0,225000
mahindra,bolero_2011-2019_zlx,2012,75000,4,1,5,15.96,2523.0,62.1,195.0,7.0,600000
maruti,eeco_5_seater_ac_bsiv,2013,26000,3,1,5,15.37,1196.0,73.0,101.0,5.0,260000
hyundai,xcent_1.1_crdi_s_option,2015,160000,4,1,5,24.4,1120.0,71.01,180.4,5.0,375000
maruti,alto_lxi_bsiii,2010,120000,3,1,4,19.7,796.0,46.3,62.0,5.0,150000
maruti,alto_lxi,2014,50000,3,1,4,19.7,796.0,46.3,62.0,5.0,110000
maruti,alto_lx,2012,40000,3,1,5,19.7,796.0,46.3,62.0,5.0,225000
toyota,etios_gd,2011,90000,4,1,3,,,,,,400000
maruti,esteem_vxi_-_bsii,2005,120000,3,1,3,,,,,,93000
honda,city_i_vtec_v,2017,28000,3,1,5,17.8,1497.0,117.3,145.0,5.0,860000
maruti,swift_dzire_ldi,2018,50000,4,1,5,28.4,1248.0,74.02,190.0,5.0,650000
maruti,ertiga_zdi,2014,90000,4,1,5,20.77,1248.0,88.8,200.0,7.0,650000
hyundai,verna_1.4_crdi,2016,40000,4,1,5,24.8,1396.0,88.7,219.7,5.0,710000
ford,figo_1.5d_base_mt,2017,113000,4,1,5,25.83,1498.0,99.0,215.0,5.0,430000
maruti,swift_vdi_bsiii,2011,188000,4,1,4,17.8,1248.0,75.0,190.0,5.0,305000
ford,figo_diesel_titanium,2011,100000,4,1,5,20.0,1399.0,68.0,160.0,5.0,220000
tata,sumo_mkii_turbo_2.0_lx,2010,225000,4,1,3,14.0,1948.0,90.0,190.0,9.0,150000
mahindra,tuv_300_mhawk100_t8,2017,67000,4,1,4,18.49,1493.0,100.0,240.0,7.0,660000
chevrolet,beat_diesel_lt_option,2011,70000,4,1,2,25.44,936.0,57.6,150.0,5.0,140000
toyota,corolla_altis_js_mt,2015,50000,3,1,5,14.28,1798.0,138.03,173.0,5.0,1100000
jaguar,xf_2.2_litre_luxury,2013,60000,4,2,5,16.36,2179.0,187.7,450.0,5.0,2450000
volkswagen,ameo_1.5_tdi_comfortline_at,2017,34000,4,2,5,22.0,1498.0,108.495,250.0,5.0,625000
honda,city_1.5_gxi,2004,110000,3,1,3,12.8,1493.0,100.0,13.1,5.0,198000
hyundai,santro_gs_zipplus,2001,71000,3,1,4,,,,,,60000
maruti,wagon_r_lxi,2005,140000,3,1,4,18.9,998.0,67.1,90.0,5.0,130000
honda,city_corporate_edition,2012,100000,3,1,4,16.8,1497.0,116.3,146.0,5.0,540000
hyundai,grand_i10_1.2_kappa_sportz_at,2017,10000,3,2,5,18.9,1197.0,81.86,113.75,5.0,550000
maruti,celerio_zxi_optional,2018,30000,3,1,5,21.63,998.0,67.04,90.0,5.0,475000
audi,q3_2.0_tdi_quattro_premium_plus,2017,22000,4,2,5,15.73,1968.0,174.33,380.0,5.0,2825000
honda,civic_zx_diesel_bsiv,2020,5500,4,1,5,26.8,1597.0,118.0,300.0,5.0,2125000
bmw,x1_sdrive20d_m_sport,2018,18000,4,2,5,19.62,1998.0,190.0,400.0,5.0,3350000
toyota,innova_crysta_2.8_gx_at_8s_bsiv,2018,20000,4,2,5,11.36,2755.0,171.5,360.0,8.0,1800000
hyundai,santro_asta_bsiv,2018,7000,3,1,5,20.3,1086.0,68.0,99.0,5.0,540000
force,gurkha_hard_top_bs3_4wd,2018,20000,4,1,5,17.0,2596.0,80.8,230.0,5.0,910000
maruti,celerio_vxi,2019,4875,3,1,5,21.63,998.0,67.04,90.0,5.0,484999
hyundai,creta_1.6_crdi_at_sx_plus,2020,2700,4,2,5,17.01,1582.0,126.2,259.9,5.0,1950000
maruti,vitara_brezza_zdi,2018,58511,4,1,5,24.3,1248.0,88.5,200.0,5.0,950000
ford,figo_1.5d_titanium_mt,2015,105000,4,1,5,25.83,1498.0,99.0,215.0,5.0,365000
mahindra,thar_crde_abs,2018,26235,4,1,5,16.55,2498.0,105.0,247.0,6.0,900000
tata,nexon_1.5_revotorq_xz_plus,2017,26766,4,1,5,21.5,1497.0,108.5,260.0,5.0,919999
mg,hector_sharp_dct_dualtone,2020,1600,3,2,5,13.96,1451.0,141.0,250.0,5.0,1900000
mercedesbenz,new_c-class_c_220_cdi_elegance_mt,2018,46000,4,1,5,15.8,2148.0,170.0,42.0,5.0,2950000
mahindra,marazzo_m2_bsiv,2019,23000,4,1,5,17.3,1497.0,121.0,300.0,7.0,1075000
maruti,swift_vxi_optional,2017,24522,3,1,5,20.4,1197.0,81.8,113.0,5.0,600000
bmw,3_series_320d,2017,13663,4,2,5,22.69,1995.0,190.0,400.0,5.0,3200000
skoda,octavia_style_plus_2.0_tdi_at,2019,11000,4,2,5,19.3,1968.0,141.0,320.0,5.0,2600000
maruti,vitara_brezza_zdi_plus,2016,63000,4,1,5,24.3,1248.0,88.5,200.0,5.0,839000
volkswagen,polo_1.2_mpi_comfortline,2019,2000,3,1,5,16.2,1199.0,74.0,110.0,5.0,635000
mahindra,scorpio_vlx_2wd_airbag_bsiv,2014,300000,4,1,3,12.05,2179.0,120.0,290.0,8.0,550000
mahindra,logan_diesel_1.5_dle,2011,190000,4,1,3,19.2,1461.0,65.0,16.0,5.0,180000
honda,city_i_dtec_e,2015,80000,4,1,5,26.0,1498.0,98.6,200.0,5.0,650000
honda,jazz_select_edition_active,2011,80000,3,1,4,16.0,1198.0,90.0,11.2,5.0,350000
maruti,alto_k10_lxi,2015,54000,3,1,5,23.95,998.0,67.05,90.0,5.0,265000
renault,kwid_1.0_rxt_optional,2018,30000,3,1,5,23.01,999.0,67.0,91.0,5.0,330000
maruti,eeco_7_seater_standard_bsiv,2019,5000,3,1,5,15.37,1196.0,73.0,101.0,7.0,395000
mahindra,tuv_300_t8,2015,58945,4,1,5,18.49,1493.0,100.0,240.0,7.0,700000
ford,figo_diesel_titanium,2012,90000,4,1,5,20.0,1399.0,68.0,160.0,5.0,300000
toyota,innova_2.5_g_(diesel)_7_seater_bs_iv,2011,375000,4,1,5,12.8,2494.0,102.0,20.4,8.0,650000
maruti,ertiga_vdi,2013,160000,4,1,3,20.77,1248.0,88.76,200.0,7.0,625000
volkswagen,polo_gt_tdi,2014,80000,4,1,4,15.11,1598.0,103.6,250.0,5.0,425000
maruti,800_ac_bsii,2004,50000,3,1,3,16.1,796.0,37.0,59.0,4.0,55000
tata,indigo_cs_lx_(tdi)_bs-iii,2015,80000,4,1,4,19.09,1405.0,69.01,135.0,5.0,250000
mahindra,bolero_2011-2019_plus_ac,2015,156975,4,1,5,15.96,2523.0,62.1,195.0,9.0,459999
toyota,corolla_altis_1.4_dgl,2017,5000,4,1,5,21.43,1364.0,86.79,205.0,5.0,1594000
chevrolet,sail_1.2_ls_abs,2014,50000,3,1,5,18.2,1199.0,82.4,108.5,5.0,300000
ford,ecosport_1.5_tdci_titanium_bsiv,2018,27620,4,1,5,22.77,1498.0,98.59,205.0,5.0,950000
mahindra,scorpio_lx,2013,120000,4,1,5,12.05,2179.0,120.0,290.0,9.0,484999
mahindra,xylo_e8,2009,120000,4,1,3,14.0,2498.0,112.0,260.0,8.0,161000
hyundai,i20_active_1.2_s,2015,58000,3,1,5,17.19,1197.0,81.86,114.73,5.0,500000
nissan,sunny_xv,2012,50000,3,1,5,16.95,1498.0,97.7,134.0,5.0,350000
maruti,ignis_1.2_amt_alpha_bsiv,2017,40000,3,2,5,20.89,1197.0,81.8,113.0,5.0,550000
honda,wr-v_i-vtec_vx,2018,7800,3,1,5,17.5,1199.0,88.7,110.0,5.0,850000
maruti,alto_800_lxi,2016,50000,3,1,5,22.74,796.0,47.3,69.0,5.0,240000
ford,endeavour_2.5l_4x2_mt,2011,68000,4,1,5,13.1,2499.0,141.0,330.0,7.0,950000
maruti,ertiga_vxi,2015,60000,3,1,4,16.02,1373.0,93.7,130.0,7.0,423000
tata,indigo_gls,2005,74000,3,1,4,12.8,1396.0,85.0,12.0,5.0,90000
tata,new_safari_dicor_2.2_vx_4x2_bs_iv,2011,58000,4,1,4,13.93,2179.0,138.1,320.0,7.0,350000
maruti,a-star_vxi,2011,70000,3,1,3,19.0,998.0,66.1,90.0,5.0,170000
ford,figo_aspire_1.2_ti-vct_titanium_plus,2015,70000,3,1,5,18.16,1196.0,86.8,112.0,5.0,450000
hyundai,i10_magna,2009,110000,3,1,4,20.36,1197.0,78.9,111.7,5.0,150000
hyundai,santro_lp_zipplus,2002,80000,3,1,3,,,,,,75000
hyundai,i20_sportz_1.4_crdi,2016,80000,4,1,5,22.54,1396.0,88.73,219.7,5.0,511000
maruti,ertiga_1.5_vdi,2018,59000,4,1,5,24.2,1498.0,93.87,225.0,7.0,850000
tata,indica_v2_els,2018,110000,4,1,5,25.0,1396.0,69.0,140.0,5.0,250000
maruti,celerio_zxi,2020,25000,3,1,5,21.63,998.0,67.04,90.0,5.0,420000
maruti,alto_800_lxi,2014,55000,3,1,5,22.74,796.0,47.3,69.0,5.0,180000
maruti,celerio_zdi,2015,25000,4,1,5,27.62,793.0,47.0,125.0,5.0,400000
mahindra,xylo_e4,2009,300000,4,1,5,14.0,2498.0,112.0,260.0,7.0,150000
ford,figo_1.5d_titanium_mt,2016,143200,4,1,5,25.83,1498.0,99.0,215.0,5.0,500000
jeep,compass_2.0_longitude_option_bsiv,2017,60000,4,1,5,17.1,1956.0,170.0,350.0,5.0,1689999
nissan,micra_diesel_xv_premium,2012,120000,4,1,5,23.08,1461.0,63.1,160.0,5.0,204999
maruti,ciaz_vdi_plus,2014,145000,4,1,4,26.21,1248.0,88.5,200.0,5.0,459999
hyundai,i20_2015-2017_magna_1.2,2017,30000,3,1,5,18.6,1197.0,81.83,114.7,5.0,600000
hyundai,grand_i10_1.2_kappa_sportz_dual_tone,2019,8000,3,1,5,18.9,1197.0,81.86,113.75,5.0,585000
ford,endeavour_2.5l_4x2_mt,2012,170000,4,1,5,13.1,2499.0,141.0,330.0,7.0,551000
maruti,swift_dzire_ldi,2013,100000,4,1,5,23.4,1248.0,74.0,190.0,5.0,525000
maruti,omni_8_seater_bsiv,2012,62000,3,1,5,14.0,796.0,35.0,6.1,5.0,160000
mahindra,xuv500_w8_awd,2014,110000,4,1,5,15.1,2179.0,140.0,330.0,7.0,825000
hyundai,santro_xing_gl_cng,2007,137000,1,1,5,,,,,,127000
chevrolet,tavera_neo_3_ls_9_str_bsiii,2015,80000,4,1,4,13.58,2499.0,72.4,171.0,9.0,600000
maruti,zen_base,2002,80000,3,1,4,17.3,993.0,60.0,78.0,5.0,65000
maruti,swift_dzire_vdi,2013,100000,4,1,5,23.4,1248.0,74.0,190.0,5.0,550000
mahindra,bolero_2011-2019_plus_-_ac_bsiii,2015,120000,4,1,5,15.96,2523.0,63.0,180.0,9.0,650000
maruti,swift_dzire_vdi,2019,24000,4,1,5,28.4,1248.0,74.02,190.0,5.0,750000
mahindra,kuv_100_mfalcon_d75_k8,2017,80000,4,1,5,25.32,1198.0,77.0,190.0,6.0,380000
hyundai,verna_1.6_sx_crdi_(o),2012,138000,4,1,5,22.32,1582.0,126.32,259.8,5.0,400000
maruti,wagon_r_lxi,2003,147000,3,1,2,18.9,998.0,67.1,90.0,5.0,50000
mahindra,tuv_300_mhawk100_t8_dual_tone,2017,60000,4,1,5,18.49,1493.0,100.0,240.0,7.0,750000
chevrolet,spark_1.0_ls,2011,80000,3,1,5,18.0,995.0,62.0,90.3,5.0,150000
maruti,alto_800_lxi,2016,50000,3,1,5,22.74,796.0,47.3,69.0,5.0,245000
tata,manza_club_class_quadrajet90_vx,2013,189000,4,1,5,21.02,1248.0,88.76,200.0,5.0,260000
volkswagen,vento_1.5_tdi_highline_at,2014,90000,4,2,4,21.21,1498.0,103.2,250.0,5.0,411000
hyundai,i20_sportz_1.4_crdi,2014,56000,4,1,5,21.9,1396.0,88.76,219.6,5.0,450000
bmw,3_series_320d_luxury_line,2012,140000,4,2,4,18.88,1995.0,184.0,380.0,5.0,1300000
maruti,celerio_vxi,2016,60000,3,1,5,23.1,998.0,67.04,90.0,5.0,351000
mahindra,xuv500_w8_4wd,2012,130000,4,1,5,15.1,2179.0,140.0,330.0,7.0,550000
