name,model,year,km_driven,fuel,transmission,owner,mileage,engine,max_power,torque_val,seats,selling_price
hyundai,creta_1.4_crdi_s_plus,2018,25000,diesel,manual,firstowner,21.38,1396.0,88.7,219.7,5.0,1210000
hyundai,xcent_1.1_crdi_sx_option,2015,50000,diesel,manual,secondowner,24.4,1120.0,71.0,180.4,5.0,500000
volkswagen,vento_1.5_tdi_highline_bsiv,2019,5400,diesel,manual,testdrivecar,22.27,1498.0,108.6,250.0,5.0,1350000
toyota,innova_2.5_e_diesel_ms_8-seater,2007,248119,diesel,manual,fourthowner,12.8,2494.0,102.0,20.4,8.0,409999
hyundai,eon_magna_optional,2013,58609,petrol,manual,secondowner,21.1,814.0,55.2,74.5,5.0,195000
tata,indica_vista_quadrajet_vx_tech,2014,120000,diesel,manual,firstowner,22.3,1248.0,74.0,190.0,5.0,225000
maruti,vitara_brezza_zdi,2018,17000,diesel,manual,firstowner,24.3,1248.0,88.5,200.0,5.0,835000
mahindra,xylo_e4_abs_bs_iv,2012,120000,diesel,manual,firstowner,11.68,2498.0,112.0,260.0,7.0,320000
volkswagen,polo_1.2_mpi_comfortline,2015,42000,petrol,manual,firstowner,16.47,1198.0,74.0,110.0,5.0,455000
hyundai,xcent_1.2_crdi_sx,2017,50000,diesel,manual,firstowner,25.4,1186.0,73.97,190.25,5.0,625000
volkswagen,vento_diesel_highline,2012,120000,diesel,manual,secondowner,20.54,1598.0,103.6,250.0,5.0,280000
hyundai,creta_1.6_sx_automatic,2018,5000,petrol,automatic,firstowner,14.8,1591.0,121.3,151.0,5.0,1350000
tata,sumo_gold_ex,2014,101200,diesel,manual,secondowner,15.3,2956.0,83.83,250.0,7.0,350000
toyota,etios_gd,2012,158500,diesel,manual,thirdowner,,,,,,400000
honda,city_i_dtec_s,2015,70000,diesel,manual,firstowner,26.0,1498.0,98.6,200.0,5.0,600000
ford,ecosport_1.5_tdci_titanium_plus_bsiv,2015,138000,diesel,manual,firstowner,22.77,1498.0,98.59,205.0,5.0,550000
ford,endeavour_2.5l_4x2_mt,2012,170000,diesel,manual,firstowner,13.1,2499.0,141.0,330.0,7.0,551000
volkswagen,polo_diesel_highline_1.2l,2012,60300,diesel,manual,firstowner,22.07,1199.0,73.9,180.0,5.0,300000
maruti,swift_dzire_vdi_bsiv,2017,82050,diesel,manual,firstowner,19.3,1248.0,73.9,190.0,5.0,650000
maruti,swift_dzire_vxi,2015,50000,petrol,manual,firstowner,20.85,1197.0,83.14,115.0,5.0,550000
chevrolet,sail_hatchback_lt_abs,2013,70000,diesel,manual,firstowner,22.1,1248.0,76.9,205.0,5.0,200000
maruti,ritz_vdi,2014,30000,diesel,manual,firstowner,23.2,1248.0,73.94,190.0,5.0,370000
maruti,wagon_r_vxi_optional,2018,30000,petrol,manual,firstowner,20.51,998.0,67.04,90.0,5.0,432000
maruti,swift_vdi,2014,40000,diesel,manual,firstowner,28.4,1248.0,74.0,190.0,5.0,455000
hyundai,verna_1.6_sx,2013,150000,diesel,manual,secondowner,22.32,1582.0,126.32,259.8,5.0,522000
maruti,swift_vdi,2014,67000,diesel,manual,firstowner,28.4,1248.0,74.0,190.0,5.0,490000
honda,city_zxi_at,2005,100000,petrol,automatic,secondowner,12.0,1493.0,100.0,13.1,5.0,110000
tata,indigo_lx,2010,90000,diesel,manual,firstowner,17.0,1405.0,70.0,13.5,5.0,150000
mahindra,bolero_sle_bsiii,2011,120000,diesel,manual,firstowner,13.6,2523.0,63.0,180.0,7.0,280000
hyundai,i10_era,2011,50000,petrol,manual,firstowner,19.81,1086.0,68.05,99.04,5.0,225000
maruti,wagon_r_lxi,2006,150000,petrol,manual,secondowner,18.9,998.0,67.1,90.0,5.0,140000
chevrolet,beat_diesel,2012,49000,diesel,manual,thirdowner,25.44,936.0,57.6,150.0,5.0,135000
hyundai,i10_magna_1.1l,2008,44391,petrol,manual,secondowner,19.81,1086.0,68.05,99.04,5.0,180000
maruti,alto_800_vxi,2016,46737,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,320000
hyundai,eon_lpg_era_plus,2012,120000,lpg,manual,firstowner,29.54,814.0,55.2,74.5,5.0,222000
mahindra,scorpio_1.99_s6_plus,2015,70000,diesel,manual,firstowner,15.4,1997.0,120.0,280.0,7.0,875000
lexus,es_300h,2019,20000,petrol,automatic,firstowner,22.37,2487.0,214.56,202.0,5.0,5150000
hyundai,i20_sportz_1.2,2015,50000,petrol,manual,firstowner,18.6,1197.0,81.83,114.7,5.0,480000
maruti,alto_k10_vxi,2017,3564,petrol,manual,firstowner,23.95,998.0,67.05,90.0,5.0,325000
hyundai,i20_magna,2013,40000,petrol,manual,firstowner,18.5,1197.0,82.85,113.7,5.0,290000
maruti,swift_dzire_vdi,2013,105000,diesel,manual,secondowner,23.4,1248.0,74.0,190.0,5.0,420000
hyundai,i20_1.2_spotz,2017,20000,petrol,manual,firstowner,18.6,1197.0,81.83,114.7,5.0,650000
mahindra,scorpio_2009-2014_ex_2wd_9s,2014,50000,diesel,manual,secondowner,14.0,2523.0,75.0,200.0,9.0,655000
maruti,800_ac,1999,100000,petrol,manual,thirdowner,16.1,796.0,37.0,59.0,4.0,40000
honda,accord_vti-l_mt,2006,60000,petrol,manual,thirdowner,11.9,2354.0,144.0,20.0,5.0,200000
datsun,go_t_option_bsiv,2015,50000,petrol,manual,firstowner,20.63,1198.0,67.0,104.0,5.0,350000
mahindra,kuv_100_g80_k2,2018,15000,petrol,manual,firstowner,18.15,1198.0,82.0,115.0,6.0,400000
mahindra,bolero_2011-2019_di_non_ac_bs_iii_silver,2013,70000,diesel,manual,firstowner,15.96,2523.0,63.0,180.0,9.0,500000
maruti,a-star_vxi,2011,90000,petrol,manual,secondowner,19.0,998.0,66.1,90.0,5.0,220000
maruti,swift_vdi_bsiv,2014,50000,diesel,manual,firstowner,,,,,,217000
honda,city_i-dtec_vx,2017,33000,diesel,manual,firstowner,25.6,1498.0,97.9,200.0,5.0,1250000
mahindra,scorpio_vlx_2wd_airbag_bsiv,2011,50000,diesel,manual,thirdowner,12.05,2179.0,120.0,290.0,8.0,600000
mahindra,bolero_di_ac_bsiii,2005,80000,diesel,manual,firstowner,13.6,2523.0,63.0,180.0,7.0,250000
ford,figo_diesel_zxi,2012,40000,diesel,manual,firstowner,20.0,1399.0,68.0,160.0,5.0,250000
hyundai,i10_magna,2008,40000,petrol,manual,firstowner,20.36,1197.0,78.9,111.7,5.0,200000
maruti,swift_vdi,2012,90000,diesel,manual,secondowner,22.9,1248.0,74.0,190.0,5.0,400000
renault,kwid_rxt,2016,50000,petrol,manual,firstowner,25.17,799.0,53.3,72.0,5.0,265000
mahindra,verito_1.5_d4_bsiii,2011,100000,diesel,manual,secondowner,21.0,1461.0,64.1,160.0,5.0,174000
hyundai,verna_1.6_sx,2014,100000,diesel,manual,secondowner,22.32,1582.0,126.32,259.8,5.0,545000
ford,fiesta_1.5_tdci_titanium,2014,80000,diesel,manual,firstowner,25.01,1498.0,89.75,204.0,5.0,500000
honda,city_1.5_exi,2005,120000,petrol,manual,secondowner,13.0,1493.0,100.0,13.1,5.0,100000
tata,zest_revotron_1.2_xt,2015,40000,petrol,manual,firstowner,17.57,1193.0,88.7,140.0,5.0,380000
ford,figo_diesel_zxi,2011,40000,diesel,manual,secondowner,20.0,1399.0,68.0,160.0,5.0,229999
mahindra,scorpio_lx,2012,148000,diesel,manual,secondowner,12.05,2179.0,120.0,290.0,9.0,430000
renault,kwid_amt,2018,30000,petrol,automatic,secondowner,24.04,999.0,67.0,91.0,5.0,400000
tata,new_safari_dicor_2.2_ex_4x2,2008,120000,diesel,manual,secondowner,11.57,2179.0,138.1,320.0,7.0,300000
maruti,alto_800_lxi_anniversary_edition,2014,50000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,240000
renault,pulse_rxz_optional,2012,100000,diesel,manual,firstowner,23.08,1461.0,63.1,160.0,5.0,245000
hyundai,grand_i10_1.2_kappa_sportz_bsiv,2019,10000,petrol,manual,firstowner,18.9,1197.0,81.86,113.75,5.0,550000
mahindra,bolero_2011-2019_slx,2016,90000,diesel,manual,secondowner,15.96,2523.0,62.1,195.0,7.0,625000
tata,indica_v2_dlx_tc,2008,60000,diesel,manual,secondowner,16.8,1405.0,68.0,13.0,5.0,45000
honda,city_i_vtec_v,2015,30000,petrol,manual,firstowner,17.4,1497.0,117.3,145.0,5.0,700000
honda,city_1.5_v_mt_exclusive,2010,91000,petrol,manual,secondowner,17.0,1497.0,118.0,146.0,5.0,310000
hyundai,accent_crdi,2006,90000,diesel,manual,secondowner,13.1,1493.0,82.0,187.0,5.0,120000
chevrolet,enjoy_1.3_tcdi_ls_7,2016,110000,diesel,manual,secondowner,18.2,1248.0,73.74,172.5,7.0,420000
volkswagen,vento_diesel_highline,2011,100000,diesel,manual,secondowner,20.54,1598.0,103.6,250.0,5.0,300000
tata,indica_v2_dle_bsiii,2007,50000,diesel,manual,firstowner,17.88,1396.0,52.8,85.0,5.0,200000
nissan,micra_xv_cvt,2017,21500,petrol,automatic,firstowner,19.34,1198.0,76.0,104.0,5.0,560000
bmw,3_series_320d_highline,2009,60000,diesel,automatic,secondowner,16.07,1995.0,181.0,380.0,5.0,1100000
maruti,swift_dzire_1.2_vxi_bsiv,2012,30000,petrol,manual,firstowner,17.5,1197.0,85.8,114.0,5.0,450000
honda,city_i-dtec_zx,2017,69000,diesel,manual,firstowner,25.6,1498.0,97.9,200.0,5.0,925000
toyota,etios_cross_1.2l_g,2015,10000,petrol,manual,firstowner,18.16,1197.0,78.8,104.0,5.0,600000
honda,city_2017-2020_vtec,2006,120000,petrol,manual,secondowner,16.9,1497.0,100.0,13.5,5.0,150000
maruti,swift_vdi_bsiv,2009,110000,diesel,manual,firstowner,,,,,,210000
mahindra,xuv500_w6_2wd,2015,90000,diesel,manual,firstowner,16.0,2179.0,140.0,330.0,7.0,819999
mahindra,bolero_power_plus_plus_non_ac_bsiv_ps,2015,100000,diesel,manual,firstowner,15.96,2523.0,63.0,180.0,9.0,484999
maruti,wagon_r_lxi_cng,2016,43000,cng,manual,secondowner,37.24,998.0,58.16,77.0,5.0,320000
hyundai,i20_1.2_asta,2019,9400,petrol,manual,firstowner,18.6,1197.0,81.83,114.7,5.0,721000
ford,figo_petrol_titanium,2011,80000,petrol,manual,secondowner,15.6,1196.0,70.0,102.0,5.0,240000
hyundai,grand_i10_1.2_kappa_sportz_option,2018,5000,petrol,manual,firstowner,18.9,1197.0,81.86,113.75,5.0,528000
ford,figo_aspire_1.5_tdci_trend,2015,100581,diesel,manual,firstowner,25.83,1498.0,99.0,215.0,5.0,415000
mahindra,xuv500_w6_2wd,2015,140000,diesel,manual,firstowner,15.1,2179.0,140.0,330.0,7.0,800000
toyota,qualis_gs_c1,2004,218000,diesel,manual,secondowner,,,,,,215000
ford,fiesta_1.4_sxi_tdci_abs,2010,163000,diesel,manual,firstowner,17.8,1399.0,68.0,16.3,5.0,325000
tata,hexa_xta,2017,60000,diesel,automatic,firstowner,17.6,2179.0,153.86,400.0,7.0,1445000
tata,tiago_1.05_revotorq_xt_option,2017,24000,diesel,manual,secondowner,27.28,1047.0,69.0,140.0,5.0,350000
renault,kwid_1.0_rxt_02_anniversary_edition,2017,38000,petrol,manual,firstowner,23.01,999.0,67.0,91.0,5.0,325000
hyundai,santro_xing_gls,2009,80000,petrol,manual,secondowner,17.92,1086.0,62.1,96.1,5.0,180000
maruti,alto_800_lxi,2013,50000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,200000
jeep,compass_2.0_longitude_option_bsiv,2017,50000,diesel,manual,firstowner,17.1,1956.0,170.0,350.0,5.0,1550000
maruti,wagon_r_lxi_bsiii,2010,77000,petrol,manual,firstowner,18.9,998.0,67.1,90.0,5.0,180000
renault,duster_110ps_diesel_rxl,2013,100000,diesel,manual,secondowner,19.01,1461.0,108.45,248.0,5.0,345000
hyundai,verna_1.6_sx_crdi_(o),2017,70000,diesel,manual,firstowner,22.32,1582.0,126.32,259.8,5.0,1050000
hyundai,creta_1.6_crdi_sx_option,2015,70000,diesel,manual,firstowner,19.67,1582.0,126.2,259.9,5.0,1000000
maruti,s-cross_2017-2020_zeta_ddis_200_sh,2018,51000,diesel,manual,firstowner,25.1,1248.0,88.5,200.0,5.0,950000
volkswagen,polo_gt_tsi,2013,54327,petrol,automatic,secondowner,17.2,1197.0,103.6,175.0,5.0,453000
maruti,celerio_x_zxi,2020,120000,petrol,manual,secondowner,21.63,998.0,67.0,90.0,5.0,250000
ford,classic_1.4_duratorq_clxi,2014,100000,diesel,manual,secondowner,19.68,1399.0,67.0,160.0,5.0,330000
maruti,zen_lxi,2005,90000,petrol,manual,firstowner,17.3,993.0,60.0,78.0,5.0,85000
maruti,swift_dzire_vdi,2015,50000,diesel,manual,firstowner,26.59,1248.0,74.0,190.0,5.0,600000
mahindra,scorpio_vlx_2wd_airbag_se_bsiv,2012,90000,diesel,manual,thirdowner,12.05,2179.0,120.0,290.0,8.0,540000
hyundai,i20_magna,2010,49000,petrol,manual,firstowner,18.5,1197.0,80.0,11.4,5.0,300000
tata,indica_vista_aura_plus_1.3_quadrajet_bs_iv,2010,140000,diesel,manual,firstowner,18.4,1248.0,75.0,190.0,5.0,229999
mahindra,scorpio_s4_plus_4wd,2015,70000,diesel,manual,firstowner,15.4,2179.0,120.0,280.0,7.0,715000
renault,duster_85ps_diesel_rxl_plus,2013,100000,diesel,manual,thirdowner,20.45,1461.0,83.8,200.0,5.0,325000
hyundai,i20_magna,2010,60000,petrol,manual,firstowner,18.5,1197.0,80.0,11.4,5.0,270000
honda,amaze_s_i-dtech,2015,90000,diesel,manual,secondowner,25.8,1498.0,98.6,200.0,5.0,455000
toyota,innova_2.5_g_(diesel)_8_seater_bs_iv,2007,170000,diesel,manual,firstowner,12.8,2494.0,102.0,20.4,8.0,400000
maruti,alto_lxi,2009,40000,petrol,manual,firstowner,19.7,796.0,46.3,62.0,5.0,150000
hyundai,eon_sportz,2018,15000,petrol,manual,firstowner,21.1,814.0,55.2,74.5,5.0,444000
maruti,swift_ldi_bsiii,2007,150000,diesel,manual,fourthowner,17.8,1248.0,75.0,190.0,5.0,250000
toyota,etios_vx,2011,120000,petrol,manual,thirdowner,17.6,1496.0,88.7,132.0,5.0,300000
skoda,rapid_1.5_tdi_ambition,2014,120000,diesel,manual,secondowner,21.14,1498.0,103.52,250.0,5.0,370000
mahindra,tuv_300_t8_amt,2016,90000,diesel,automatic,secondowner,18.49,1493.0,100.0,230.0,7.0,600000
datsun,redigo_amt_1.0_s,2018,20000,petrol,automatic,firstowner,23.0,999.0,67.0,91.0,5.0,275000
maruti,sx4_vxi_bsiii,2007,120000,petrol,manual,thirdowner,15.0,1586.0,104.68,145.0,5.0,125000
hyundai,grand_i10_magna,2014,50000,petrol,manual,secondowner,18.9,1197.0,82.0,114.0,5.0,380000
tata,indica_vista_quadrajet_vx,2012,110000,diesel,manual,firstowner,22.3,1248.0,74.0,190.0,5.0,150000
ford,figo_diesel_zxi,2010,110000,diesel,manual,secondowner,20.0,1399.0,68.0,160.0,5.0,200000
mercedesbenz,gl-class_220d_4matic_sport,2018,6000,diesel,automatic,firstowner,17.9,2143.0,170.0,400.0,5.0,4600000
honda,city_i-vtec_v,2011,40000,petrol,manual,firstowner,17.4,1497.0,117.6,145.0,5.0,325000
hyundai,eon_sportz,2013,50000,petrol,manual,secondowner,21.1,814.0,55.2,74.5,5.0,219000
tata,indigo_cs_elx_bs_iv,2017,50000,diesel,manual,firstowner,25.0,1396.0,69.01,140.0,5.0,350000
maruti,swift_vdi_bsiv,2015,31000,diesel,manual,secondowner,25.2,1248.0,74.0,190.0,5.0,600000
tata,nano_cx,2009,15000,petrol,manual,firstowner,26.0,624.0,35.0,48.0,4.0,70000
maruti,swift_dzire_tour_ldi,2016,175000,diesel,manual,firstowner,23.4,1248.0,74.0,190.0,5.0,450000
ford,ikon_1.3_clxi,2003,83000,petrol,manual,secondowner,13.8,1299.0,70.0,10.7,5.0,110000
maruti,vitara_brezza_zdi_plus,2017,35000,diesel,manual,firstowner,24.3,1248.0,88.5,200.0,5.0,830000
maruti,ritz_vdi,2013,120000,diesel,manual,firstowner,23.2,1248.0,73.94,190.0,5.0,320000
mahindra,scorpio_slx_4wd_le,2008,120000,diesel,manual,fourthowner,12.7,2609.0,120.0,290.0,8.0,365000
hyundai,verna_crdi_sx,2007,90000,diesel,manual,fourthowner,16.8,1493.0,110.0,24.0,5.0,185000
maruti,eeco_cng_htr_5-str,2017,30000,cng,manual,firstowner,30.716,1196.0,63.0,83.0,5.0,390000
maruti,800_std,2012,70000,petrol,manual,secondowner,16.1,796.0,37.0,59.0,4.0,100000
maruti,alto_800_lxi,2014,55000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,180000
toyota,corolla_ae,2006,100000,petrol,manual,fourthowner,13.4,1794.0,125.0,16.1,5.0,150000
maruti,swift_dzire_vxi,2014,30000,petrol,manual,firstowner,19.1,1197.0,85.8,114.0,5.0,550000
ford,figo_diesel_titanium,2010,50000,diesel,manual,secondowner,20.0,1399.0,68.0,160.0,5.0,144000
toyota,innova_crysta_2.4_vx_mt,2017,98000,diesel,manual,firstowner,13.68,2393.0,147.51,343.0,7.0,1750000
maruti,alto_800_lxi,2014,40000,petrol,manual,secondowner,22.74,796.0,47.3,69.0,5.0,250000
honda,cr-v_2.4l_4wd,2005,85000,petrol,manual,thirdowner,11.1,2354.0,158.8,218.0,5.0,476999
honda,city_1.5_gxi,2004,110000,petrol,manual,thirdowner,12.8,1493.0,100.0,13.1,5.0,198000
renault,duster_85ps_diesel_rxl,2016,50000,diesel,manual,firstowner,19.87,1461.0,83.8,200.0,5.0,535000
jaguar,xe_2016-2019_2.0l_diesel_prestige,2017,9000,diesel,automatic,firstowner,13.6,1999.0,177.0,430.0,5.0,2711000
mahindra,xylo_d2_bsiv,2014,100000,diesel,manual,firstowner,14.0,2489.0,95.0,220.0,8.0,280000
toyota,innova_2.5_g_(diesel)_7_seater,2014,50000,diesel,manual,firstowner,12.99,2494.0,100.6,200.0,7.0,750000
tata,zest_quadrajet_1.3_75ps_xe,2019,15000,diesel,manual,firstowner,22.95,1248.0,74.0,190.0,5.0,650000
renault,duster_110ps_diesel_rxl,2015,136000,diesel,manual,firstowner,19.01,1461.0,108.45,248.0,5.0,600000
hyundai,verna_1.6_crdi,2014,56000,diesel,manual,firstowner,22.32,1582.0,126.3,259.9,5.0,580000
mahindra,scorpio_lx,2014,110000,diesel,manual,secondowner,12.05,2179.0,120.0,290.0,9.0,520000
maruti,swift_dzire_vdi,2017,40000,diesel,manual,firstowner,28.4,1248.0,74.02,190.0,5.0,680000
maruti,800_ac,2000,100000,petrol,manual,thirdowner,16.1,796.0,37.0,59.0,4.0,65000
toyota,innova_2.5_g_(diesel)_7_seater,2014,300000,diesel,manual,secondowner,12.99,2494.0,100.6,200.0,7.0,700000
maruti,celerio_vxi_at,2014,65204,petrol,automatic,firstowner,23.1,998.0,67.04,90.0,5.0,325000
maruti,swift_dzire_vxi,2015,30000,petrol,manual,firstowner,20.85,1197.0,83.14,115.0,5.0,511000
maruti,swift_dzire_zxi,2017,70000,petrol,manual,firstowner,20.85,1197.0,83.14,115.0,5.0,650000
mahindra,scorpio_s10_7_seater,2015,75262,diesel,manual,firstowner,15.4,2179.0,120.0,280.0,7.0,950000
ford,freestyle_titanium_petrol_bsiv,2019,10000,petrol,manual,firstowner,19.0,1194.0,94.68,120.0,5.0,720000
maruti,swift_vxi_bsiv,2016,8588,petrol,manual,firstowner,22.0,1197.0,81.8,113.0,5.0,550000
maruti,800_dx,1998,100000,petrol,manual,secondowner,16.1,796.0,37.0,59.0,4.0,70000
tata,manza_aura_(abs)_quadrajet,2011,90000,diesel,manual,firstowner,18.8,1248.0,90.0,200.0,5.0,190000
hyundai,elite_i20_petrol_magna_exective,2019,10000,petrol,manual,firstowner,18.6,1197.0,81.86,114.73,5.0,590000
mahindra,xuv500_w6_2wd,2013,91000,diesel,manual,firstowner,15.1,2179.0,140.0,330.0,7.0,600000
hyundai,sonata_2.4l_at,2008,50000,petrol,automatic,firstowner,11.0,2359.0,165.0,23.6,5.0,168000
mahindra,marazzo_m8,2019,10000,diesel,manual,firstowner,17.3,1497.0,121.0,300.0,7.0,1450000
tata,tiago_1.2_revotron_xm_option,2017,30000,petrol,manual,firstowner,23.84,1199.0,84.0,114.0,5.0,380000
maruti,swift_dzire_vdi,2013,63000,diesel,manual,firstowner,23.4,1248.0,74.0,190.0,5.0,430000
maruti,swift_dzire_vdi,2013,70000,diesel,manual,thirdowner,23.4,1248.0,74.0,190.0,5.0,360000
maruti,alto_800_lxi,2014,70000,petrol,manual,thirdowner,22.74,796.0,47.3,69.0,5.0,190000
maruti,alto_800_lx,2017,15000,petrol,manual,firstowner,24.7,796.0,47.3,69.0,5.0,282000
chevrolet,beat_lt,2010,68000,petrol,manual,fourthowner,18.6,1199.0,79.4,108.0,5.0,150000
maruti,sx4_vdi,2014,50000,diesel,manual,secondowner,21.79,1248.0,88.73,200.0,5.0,425000
hyundai,verna_1.4_vtvt,2016,40000,petrol,manual,firstowner,17.43,1396.0,105.5,135.3,5.0,650000
maruti,swift_dzire_vxi,2010,80000,petrol,manual,thirdowner,17.5,1298.0,85.8,114.0,5.0,231000
tata,indigo_cs_ls_(tdi)_bs_iii,2009,120000,diesel,manual,thirdowner,19.09,1396.0,69.0,135.0,5.0,114999
toyota,innova_crysta_2.8_zx_at_bsiv,2016,127700,diesel,automatic,secondowner,11.36,2755.0,171.5,360.0,7.0,1650000
mahindra,tuv_300_t4_plus,2017,82000,diesel,manual,firstowner,18.49,1493.0,100.0,240.0,7.0,660000
tata,tigor_1.2_revotron_xza,2017,19723,petrol,automatic,firstowner,20.3,1199.0,84.0,114.0,5.0,525000
renault,duster_110ps_diesel_rxl,2013,81000,diesel,manual,secondowner,19.01,1461.0,108.45,248.0,5.0,360000
maruti,alto_800_lxi,2016,30000,petrol,manual,firstowner,22.74,796.0,47.3,69.0,5.0,252000
hyundai,grand_i10_sportz_edition,2015,20000,petrol,manual,firstowner,18.9,1197.0,81.86,113.75,5.0,499000
tata,indigo_cs_le_(tdi)_bs-iii,2008,120000,diesel,manual,thirdowner,19.09,1396.0,69.0,135.0,5.0,100000
maruti,alto_800_vxi,2017,35000,petrol,manual,firstowner,24.7,796.0,47.3,69.0,5.0,310000
nissan,sunny_diesel_xv,2013,212000,diesel,manual,firstowner,21.64,1461.0,84.8,200.0,5.0,375000
volkswagen,polo_1.5_tdi_comfortline,2016,70000,diesel,manual,firstowner,20.14,1498.0,88.0,230.0,5.0,550000
hyundai,santro_xing_gls,2009,80000,petrol,manual,secondowner,17.92,1086.0,62.1,96.1,5.0,135000
maruti,swift_dzire_vdi,2017,20000,diesel,manual,firstowner,28.4,1248.0,74.02,190.0,5.0,755000
volkswagen,polo_1.5_tdi_highline,2014,110000,diesel,manual,secondowner,20.14,1498.0,88.8,230.0,5.0,400000
hyundai,i20_sportz_option_1.4_crdi,2015,72000,diesel,manual,firstowner,22.54,1396.0,88.73,219.7,5.0,615000
maruti,swift_vdi,2014,53190,diesel,manual,firstowner,28.4,1248.0,74.0,190.0,5.0,450000
toyota,innova_2.5_g_(diesel)_8_seater,2014,80000,diesel,manual,secondowner,12.99,2494.0,100.6,200.0,8.0,720000
maruti,wagon_r_vxi,2005,70000,petrol,manual,secondowner,18.9,998.0,67.1,90.0,5.0,98000
ford,ecosport_1.5_tdci_titanium_bsiv,2015,63000,diesel,manual,firstowner,22.77,1498.0,98.59,205.0,5.0,600000
hyundai,eon_era_plus,2014,70000,petrol,manual,firstowner,21.1,814.0,55.2,74.5,5.0,240000
ford,ecosport_1.5_tdci_titanium_plus_be_bsiv,2018,50699,diesel,manual,firstowner,22.77,1498.0,98.59,205.0,5.0,925000
maruti,zen_estilo_lxi_green_(cng),2011,80000,cng,manual,firstowner,36.82,998.0,67.1,90.0,5.0,200000
tata,indica_vista_quadrajet_vx,2012,90000,diesel,manual,firstowner,22.3,1248.0,74.0,190.0,5.0,200000
mahindra,bolero_2011-2019_plus_-_ac_bsiii,2012,110000,diesel,manual,secondowner,15.96,2523.0,63.0,180.0,9.0,340000
chevrolet,tavera_b1-10_seats_bsii,2010,100000,diesel,manual,secondowner,14.8,2499.0,80.0,19.0,10.0,280000
mercedesbenz,e-class_e_250_elegance,2011,80000,petrol,automatic,secondowner,10.93,2497.0,204.0,245.0,5.0,1190000
maruti,alto_800_lxi,2017,90000,petrol,manual,secondowner,24.7,796.0,47.3,69.0,5.0,290000
maruti,zen_estilo_vxi_bsiv,2012,90000,petrol,manual,firstowner,19.0,998.0,67.1,90.0,5.0,191000
maruti,ertiga_lxi,2013,90000,petrol,manual,firstowner,16.02,1373.0,93.7,130.0,7.0,430000
hyundai,grand_i10_asta,2016,70000,petrol,manual,firstowner,18.9,1197.0,82.0,114.0,5.0,550000
maruti,swift_vdi_bsiv,2009,70000,diesel,manual,secondowner,,,,,,270000
hyundai,grand_i10_crdi_sportz,2015,60000,diesel,manual,fourthowner,24.0,1120.0,70.0,160.0,5.0,310000
chevrolet,captiva_lt,2008,100000,diesel,manual,secondowner,11.5,1991.0,147.9,320.0,7.0,300000
hyundai,i20_1.4_crdi_asta,2011,75500,diesel,manual,secondowner,23.0,1396.0,90.0,22.4,5.0,395000
hyundai,i20_magna_1.2,2016,14000,petrol,manual,secondowner,18.6,1197.0,81.83,114.7,5.0,550000
maruti,celerio_vxi,2015,29000,petrol,manual,firstowner,23.1,998.0,67.04,90.0,5.0,350000
hyundai,grand_i10_1.2_kappa_sportz_bsiv,2018,20000,petrol,manual,secondowner,18.9,1197.0,81.86,113.75,5.0,551000
maruti,ciaz_zdi_plus,2015,110000,diesel,manual,firstowner,26.21,1248.0,88.5,200.0,5.0,600000
hyundai,eon_era_plus,2017,50000,petrol,manual,firstowner,21.1,814.0,55.2,74.5,5.0,250000
maruti,vitara_brezza_zdi_plus,2016,63000,diesel,manual,firstowner,24.3,1248.0,88.5,200.0,5.0,839000
jeep,wrangler_2016-2019_3.6_4x4,2017,17000,petrol,automatic,firstowner,9.5,3604.0,280.0,347.0,5.0,4100000
hyundai,santro_xing_gls_lpg,2010,80000,lpg,manual,secondowner,18.83,1086.0,62.1,96.1,5.0,200000
hyundai,xcent_1.2_crdi_sx,2017,49000,diesel,manual,firstowner,25.4,1186.0,73.97,190.25,5.0,550000
mahindra,verito_1.5_d2_bsiii,2011,170000,diesel,manual,secondowner,21.0,1461.0,64.1,160.0,5.0,229999
hyundai,accent_gle,2007,120000,petrol,manual,secondowner,13.2,1495.0,94.0,12.5,5.0,80000
honda,brio_v_mt,2012,97000,petrol,manual,secondowner,19.4,1198.0,86.8,109.0,5.0,250000
maruti,swift_vxi,2011,20000,petrol,manual,secondowner,18.6,1197.0,85.8,114.0,5.0,280000
nissan,terrano_xl_85_ps,2014,82000,diesel,manual,secondowner,20.45,1461.0,83.8,200.0,5.0,450000
maruti,swift_dzire_ldi,2013,180000,diesel,manual,secondowner,23.4,1248.0,74.0,190.0,5.0,385000
tata,zest_revotron_1.2_xt,2017,35000,petrol,manual,firstowner,17.57,1193.0,88.7,140.0,5.0,400000
mitsubishi,pajero_sport_4x4,2015,39000,diesel,manual,firstowner,13.5,2477.0,175.56,400.0,7.0,1700000
maruti,alto_std,2010,150000,petrol,manual,thirdowner,19.7,796.0,46.3,62.0,5.0,85000
volkswagen,vento_diesel_comfortline,2012,100000,diesel,manual,secondowner,20.54,1598.0,103.6,250.0,5.0,400000
volkswagen,vento_diesel_highline,2011,125000,diesel,manual,fourthowner,20.54,1598.0,103.6,250.0,5.0,275000
